pair;ProtA;ProtB;Reactome;Corum;database;inComplex
P38646-Q0VDF9;P38646;Q0VDF9;TRUE;FALSE;ReactomeOnly;yes
P38646-Q53FT3;P38646;Q53FT3;TRUE;FALSE;ReactomeOnly;yes
Q0VDF9-Q53FT3;Q0VDF9;Q53FT3;TRUE;FALSE;ReactomeOnly;yes
P07355-P08133;P07355;P08133;TRUE;FALSE;ReactomeOnly;yes
P07900-Q02790;P07900;Q02790;TRUE;FALSE;ReactomeOnly;yes
P08238-Q02790;P08238;Q02790;TRUE;FALSE;ReactomeOnly;yes
Q00613-Q02790;Q00613;Q02790;TRUE;FALSE;ReactomeOnly;yes
Q02790-Q15185;Q02790;Q15185;TRUE;FALSE;ReactomeOnly;yes
P55072-Q9UBN7;P55072;Q9UBN7;TRUE;FALSE;ReactomeOnly;yes
P07900-P55072;P07900;P55072;TRUE;FALSE;ReactomeOnly;yes
P07900-Q9UBN7;P07900;Q9UBN7;TRUE;FALSE;ReactomeOnly;yes
P08238-P55072;P08238;P55072;TRUE;FALSE;ReactomeOnly;yes
P08238-Q9UBN7;P08238;Q9UBN7;TRUE;FALSE;ReactomeOnly;yes
P55072-Q00613;P55072;Q00613;TRUE;FALSE;ReactomeOnly;yes
P55072-Q15185;P55072;Q15185;TRUE;FALSE;ReactomeOnly;yes
Q00613-Q9UBN7;Q00613;Q9UBN7;TRUE;FALSE;ReactomeOnly;yes
Q15185-Q9UBN7;Q15185;Q9UBN7;TRUE;FALSE;ReactomeOnly;yes
P04843-P46977;P04843;P46977;TRUE;TRUE;both;yes
P04843-Q9H0U3;P04843;Q9H0U3;TRUE;TRUE;both;yes
P04844-P46977;P04844;P46977;TRUE;TRUE;both;yes
P04844-Q9H0U3;P04844;Q9H0U3;TRUE;TRUE;both;yes
P39656-P46977;P39656;P46977;TRUE;TRUE;both;yes
P39656-Q9H0U3;P39656;Q9H0U3;TRUE;TRUE;both;yes
P46977-Q9H0U3;P46977;Q9H0U3;TRUE;TRUE;both;yes
P14314-Q14697;P14314;Q14697;TRUE;FALSE;ReactomeOnly;yes
P15927-Q00613;P15927;Q00613;TRUE;FALSE;ReactomeOnly;yes
P27694-Q00613;P27694;Q00613;TRUE;FALSE;ReactomeOnly;yes
P35244-Q00613;P35244;Q00613;TRUE;FALSE;ReactomeOnly;yes
O43747-P09496;O43747;P09496;TRUE;FALSE;ReactomeOnly;yes
O43747-P09497;O43747;P09497;TRUE;FALSE;ReactomeOnly;yes
O43747-Q00610;O43747;Q00610;TRUE;FALSE;ReactomeOnly;yes
P09496-P56377;P09496;P56377;TRUE;FALSE;ReactomeOnly;yes
P09496-Q10567;P09496;Q10567;TRUE;FALSE;ReactomeOnly;yes
P09496-Q9BXS5;P09496;Q9BXS5;TRUE;FALSE;ReactomeOnly;yes
P09497-P56377;P09497;P56377;TRUE;FALSE;ReactomeOnly;yes
P09497-Q10567;P09497;Q10567;TRUE;FALSE;ReactomeOnly;yes
P09497-Q9BXS5;P09497;Q9BXS5;TRUE;FALSE;ReactomeOnly;yes
P56377-Q00610;P56377;Q00610;TRUE;FALSE;ReactomeOnly;yes
Q00610-Q10567;Q00610;Q10567;TRUE;FALSE;ReactomeOnly;yes
Q00610-Q9BXS5;Q00610;Q9BXS5;TRUE;FALSE;ReactomeOnly;yes
O75131-Q99829;O75131;Q99829;TRUE;FALSE;ReactomeOnly;yes
P07355-P60903;P07355;P60903;TRUE;FALSE;ReactomeOnly;yes
P43246-P52701;P43246;P52701;TRUE;TRUE;both;yes
Q13546-Q96EP0;Q13546;Q96EP0;TRUE;TRUE;both;yes
Q15628-Q96EP0;Q15628;Q96EP0;TRUE;TRUE;both;yes
Q13546-Q15750;Q13546;Q15750;TRUE;TRUE;both;yes
Q15628-Q15750;Q15628;Q15750;TRUE;TRUE;both;yes
O14920-Q13546;O14920;Q13546;TRUE;TRUE;both;yes
O14920-Q15628;O14920;Q15628;TRUE;TRUE;both;yes
O14920-Q96EP0;O14920;Q96EP0;TRUE;TRUE;both;yes
Q13546-Q9Y6K9;Q13546;Q9Y6K9;TRUE;TRUE;both;yes
Q15628-Q9Y6K9;Q15628;Q9Y6K9;TRUE;TRUE;both;yes
Q96EP0-Q9Y6K9;Q96EP0;Q9Y6K9;TRUE;TRUE;both;yes
P12004-P43246;P12004;P43246;TRUE;TRUE;both;yes
P12004-P52701;P12004;P52701;TRUE;TRUE;both;yes
P05386-P57772;P05386;P57772;TRUE;FALSE;ReactomeOnly;yes
P05387-P57772;P05387;P57772;TRUE;FALSE;ReactomeOnly;yes
P05388-P57772;P05388;P57772;TRUE;FALSE;ReactomeOnly;yes
P08708-P57772;P08708;P57772;TRUE;FALSE;ReactomeOnly;yes
P08865-P57772;P08865;P57772;TRUE;FALSE;ReactomeOnly;yes
P15880-P57772;P15880;P57772;TRUE;FALSE;ReactomeOnly;yes
P18077-P57772;P18077;P57772;TRUE;FALSE;ReactomeOnly;yes
P18124-P57772;P18124;P57772;TRUE;FALSE;ReactomeOnly;yes
P18621-P57772;P18621;P57772;TRUE;FALSE;ReactomeOnly;yes
P23396-P57772;P23396;P57772;TRUE;FALSE;ReactomeOnly;yes
P25398-P57772;P25398;P57772;TRUE;FALSE;ReactomeOnly;yes
P26373-P57772;P26373;P57772;TRUE;FALSE;ReactomeOnly;yes
P27635-P57772;P27635;P57772;TRUE;FALSE;ReactomeOnly;yes
P30050-P57772;P30050;P57772;TRUE;FALSE;ReactomeOnly;yes
P32969-P57772;P32969;P57772;TRUE;FALSE;ReactomeOnly;yes
P35268-P57772;P35268;P57772;TRUE;FALSE;ReactomeOnly;yes
P36578-P57772;P36578;P57772;TRUE;FALSE;ReactomeOnly;yes
P39019-P57772;P39019;P57772;TRUE;FALSE;ReactomeOnly;yes
P39023-P57772;P39023;P57772;TRUE;FALSE;ReactomeOnly;yes
P40429-P57772;P40429;P57772;TRUE;FALSE;ReactomeOnly;yes
P42677-P57772;P42677;P57772;TRUE;FALSE;ReactomeOnly;yes
P42766-P57772;P42766;P57772;TRUE;FALSE;ReactomeOnly;yes
P46776-P57772;P46776;P57772;TRUE;FALSE;ReactomeOnly;yes
P46777-P57772;P46777;P57772;TRUE;FALSE;ReactomeOnly;yes
P46778-P57772;P46778;P57772;TRUE;FALSE;ReactomeOnly;yes
P46779-P57772;P46779;P57772;TRUE;FALSE;ReactomeOnly;yes
P46781-P57772;P46781;P57772;TRUE;FALSE;ReactomeOnly;yes
P46782-P57772;P46782;P57772;TRUE;FALSE;ReactomeOnly;yes
P46783-P57772;P46783;P57772;TRUE;FALSE;ReactomeOnly;yes
P47914-P57772;P47914;P57772;TRUE;FALSE;ReactomeOnly;yes
P49207-P57772;P49207;P57772;TRUE;FALSE;ReactomeOnly;yes
P50914-P57772;P50914;P57772;TRUE;FALSE;ReactomeOnly;yes
P57772-P60866;P57772;P60866;TRUE;FALSE;ReactomeOnly;yes
P57772-P61247;P57772;P61247;TRUE;FALSE;ReactomeOnly;yes
P57772-P61254;P57772;P61254;TRUE;FALSE;ReactomeOnly;yes
P57772-P61313;P57772;P61313;TRUE;FALSE;ReactomeOnly;yes
P57772-P61353;P57772;P61353;TRUE;FALSE;ReactomeOnly;yes
P57772-P61513;P57772;P61513;TRUE;FALSE;ReactomeOnly;yes
P57772-P62081;P57772;P62081;TRUE;FALSE;ReactomeOnly;yes
P57772-P62241;P57772;P62241;TRUE;FALSE;ReactomeOnly;yes
P57772-P62244;P57772;P62244;TRUE;FALSE;ReactomeOnly;yes
P57772-P62249;P57772;P62249;TRUE;FALSE;ReactomeOnly;yes
P57772-P62263;P57772;P62263;TRUE;FALSE;ReactomeOnly;yes
P57772-P62266;P57772;P62266;TRUE;FALSE;ReactomeOnly;yes
P57772-P62269;P57772;P62269;TRUE;FALSE;ReactomeOnly;yes
P57772-P62273;P57772;P62273;TRUE;FALSE;ReactomeOnly;yes
P57772-P62277;P57772;P62277;TRUE;FALSE;ReactomeOnly;yes
P57772-P62280;P57772;P62280;TRUE;FALSE;ReactomeOnly;yes
P57772-P62424;P57772;P62424;TRUE;FALSE;ReactomeOnly;yes
P57772-P62701;P57772;P62701;TRUE;FALSE;ReactomeOnly;yes
P57772-P62750;P57772;P62750;TRUE;FALSE;ReactomeOnly;yes
P57772-P62753;P57772;P62753;TRUE;FALSE;ReactomeOnly;yes
P57772-P62829;P57772;P62829;TRUE;FALSE;ReactomeOnly;yes
P57772-P62841;P57772;P62841;TRUE;FALSE;ReactomeOnly;yes
P57772-P62847;P57772;P62847;TRUE;FALSE;ReactomeOnly;yes
P57772-P62851;P57772;P62851;TRUE;FALSE;ReactomeOnly;yes
P57772-P62857;P57772;P62857;TRUE;FALSE;ReactomeOnly;yes
P57772-P62861;P57772;P62861;TRUE;FALSE;ReactomeOnly;yes
P57772-P62888;P57772;P62888;TRUE;FALSE;ReactomeOnly;yes
P57772-P62899;P57772;P62899;TRUE;FALSE;ReactomeOnly;yes
P57772-P62906;P57772;P62906;TRUE;FALSE;ReactomeOnly;yes
P57772-P62910;P57772;P62910;TRUE;FALSE;ReactomeOnly;yes
P57772-P62913;P57772;P62913;TRUE;FALSE;ReactomeOnly;yes
P57772-P62917;P57772;P62917;TRUE;FALSE;ReactomeOnly;yes
P57772-P63173;P57772;P63173;TRUE;FALSE;ReactomeOnly;yes
P57772-P63220;P57772;P63220;TRUE;FALSE;ReactomeOnly;yes
P57772-P83731;P57772;P83731;TRUE;FALSE;ReactomeOnly;yes
P57772-P84098;P57772;P84098;TRUE;FALSE;ReactomeOnly;yes
P57772-Q02543;P57772;Q02543;TRUE;FALSE;ReactomeOnly;yes
P57772-Q02878;P57772;Q02878;TRUE;FALSE;ReactomeOnly;yes
P57772-Q07020;P57772;Q07020;TRUE;FALSE;ReactomeOnly;yes
P57772-Q9Y3U8;P57772;Q9Y3U8;TRUE;FALSE;ReactomeOnly;yes
P49406-P52815;P49406;P52815;TRUE;TRUE;both;yes
P49406-Q13084;P49406;Q13084;TRUE;TRUE;both;yes
P49406-Q13405;P49406;Q13405;TRUE;TRUE;both;yes
P49406-Q14197;P49406;Q14197;TRUE;FALSE;ReactomeOnly;yes
P49406-Q16540;P49406;Q16540;TRUE;TRUE;both;yes
P49406-Q5T653;P49406;Q5T653;TRUE;TRUE;both;yes
P49406-Q6P1L8;P49406;Q6P1L8;TRUE;TRUE;both;yes
P49406-Q8IXM3;P49406;Q8IXM3;TRUE;TRUE;both;yes
P49406-Q8N5N7;P49406;Q8N5N7;TRUE;TRUE;both;yes
P49406-Q8TAE8;P49406;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
P49406-Q96A35;P49406;Q96A35;TRUE;TRUE;both;yes
P49406-Q96DV4;P49406;Q96DV4;TRUE;TRUE;both;yes
P49406-Q96GC5;P49406;Q96GC5;TRUE;TRUE;both;yes
P49406-Q9BYD1;P49406;Q9BYD1;TRUE;TRUE;both;yes
P49406-Q9BYD2;P49406;Q9BYD2;TRUE;TRUE;both;yes
P49406-Q9BYD3;P49406;Q9BYD3;TRUE;TRUE;both;yes
P49406-Q9BYD6;P49406;Q9BYD6;TRUE;TRUE;both;yes
P49406-Q9BZE1;P49406;Q9BZE1;TRUE;TRUE;both;yes
P49406-Q9H0U6;P49406;Q9H0U6;TRUE;TRUE;both;yes
P49406-Q9H2W6;P49406;Q9H2W6;TRUE;TRUE;both;yes
P49406-Q9H9J2;P49406;Q9H9J2;TRUE;TRUE;both;yes
P49406-Q9HD33;P49406;Q9HD33;TRUE;TRUE;both;yes
P49406-Q9NWU5;P49406;Q9NWU5;TRUE;TRUE;both;yes
P49406-Q9NYK5;P49406;Q9NYK5;TRUE;TRUE;both;yes
P49406-Q9P015;P49406;Q9P015;TRUE;TRUE;both;yes
P49406-Q9Y3B7;P49406;Q9Y3B7;TRUE;TRUE;both;yes
P52815-Q13084;P52815;Q13084;TRUE;TRUE;both;yes
P52815-Q13405;P52815;Q13405;TRUE;TRUE;both;yes
P52815-Q14197;P52815;Q14197;TRUE;FALSE;ReactomeOnly;yes
P52815-Q16540;P52815;Q16540;TRUE;TRUE;both;yes
P52815-Q5T653;P52815;Q5T653;TRUE;TRUE;both;yes
P52815-Q6P1L8;P52815;Q6P1L8;TRUE;TRUE;both;yes
P52815-Q8IXM3;P52815;Q8IXM3;TRUE;TRUE;both;yes
P52815-Q8N5N7;P52815;Q8N5N7;TRUE;TRUE;both;yes
P52815-Q8TAE8;P52815;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
P52815-Q96A35;P52815;Q96A35;TRUE;TRUE;both;yes
P52815-Q96DV4;P52815;Q96DV4;TRUE;TRUE;both;yes
P52815-Q96GC5;P52815;Q96GC5;TRUE;TRUE;both;yes
P52815-Q9BYD1;P52815;Q9BYD1;TRUE;TRUE;both;yes
P52815-Q9BYD2;P52815;Q9BYD2;TRUE;TRUE;both;yes
P52815-Q9BYD3;P52815;Q9BYD3;TRUE;TRUE;both;yes
P52815-Q9BYD6;P52815;Q9BYD6;TRUE;TRUE;both;yes
P52815-Q9BZE1;P52815;Q9BZE1;TRUE;TRUE;both;yes
P52815-Q9H0U6;P52815;Q9H0U6;TRUE;TRUE;both;yes
P52815-Q9H2W6;P52815;Q9H2W6;TRUE;TRUE;both;yes
P52815-Q9H9J2;P52815;Q9H9J2;TRUE;TRUE;both;yes
P52815-Q9HD33;P52815;Q9HD33;TRUE;TRUE;both;yes
P52815-Q9NWU5;P52815;Q9NWU5;TRUE;TRUE;both;yes
P52815-Q9NYK5;P52815;Q9NYK5;TRUE;TRUE;both;yes
P52815-Q9P015;P52815;Q9P015;TRUE;TRUE;both;yes
P52815-Q9Y3B7;P52815;Q9Y3B7;TRUE;TRUE;both;yes
Q13084-Q13405;Q13084;Q13405;TRUE;TRUE;both;yes
Q13084-Q14197;Q13084;Q14197;TRUE;FALSE;ReactomeOnly;yes
Q13084-Q16540;Q13084;Q16540;TRUE;TRUE;both;yes
Q13084-Q5T653;Q13084;Q5T653;TRUE;TRUE;both;yes
Q13084-Q6P1L8;Q13084;Q6P1L8;TRUE;TRUE;both;yes
Q13084-Q8IXM3;Q13084;Q8IXM3;TRUE;TRUE;both;yes
Q13084-Q8N5N7;Q13084;Q8N5N7;TRUE;TRUE;both;yes
Q13084-Q8TAE8;Q13084;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q13084-Q96A35;Q13084;Q96A35;TRUE;TRUE;both;yes
Q13084-Q96DV4;Q13084;Q96DV4;TRUE;TRUE;both;yes
Q13084-Q96GC5;Q13084;Q96GC5;TRUE;TRUE;both;yes
Q13084-Q9BYD1;Q13084;Q9BYD1;TRUE;TRUE;both;yes
Q13084-Q9BYD2;Q13084;Q9BYD2;TRUE;TRUE;both;yes
Q13084-Q9BYD3;Q13084;Q9BYD3;TRUE;TRUE;both;yes
Q13084-Q9BYD6;Q13084;Q9BYD6;TRUE;TRUE;both;yes
Q13084-Q9BZE1;Q13084;Q9BZE1;TRUE;TRUE;both;yes
Q13084-Q9H0U6;Q13084;Q9H0U6;TRUE;TRUE;both;yes
Q13084-Q9H2W6;Q13084;Q9H2W6;TRUE;TRUE;both;yes
Q13084-Q9H9J2;Q13084;Q9H9J2;TRUE;TRUE;both;yes
Q13084-Q9HD33;Q13084;Q9HD33;TRUE;TRUE;both;yes
Q13084-Q9NWU5;Q13084;Q9NWU5;TRUE;TRUE;both;yes
Q13084-Q9NYK5;Q13084;Q9NYK5;TRUE;TRUE;both;yes
Q13084-Q9P015;Q13084;Q9P015;TRUE;TRUE;both;yes
Q13084-Q9Y3B7;Q13084;Q9Y3B7;TRUE;TRUE;both;yes
Q13405-Q14197;Q13405;Q14197;TRUE;FALSE;ReactomeOnly;yes
Q13405-Q16540;Q13405;Q16540;TRUE;TRUE;both;yes
Q13405-Q5T653;Q13405;Q5T653;TRUE;TRUE;both;yes
Q13405-Q6P1L8;Q13405;Q6P1L8;TRUE;TRUE;both;yes
Q13405-Q8IXM3;Q13405;Q8IXM3;TRUE;TRUE;both;yes
Q13405-Q8N5N7;Q13405;Q8N5N7;TRUE;TRUE;both;yes
Q13405-Q8TAE8;Q13405;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q13405-Q96A35;Q13405;Q96A35;TRUE;TRUE;both;yes
Q13405-Q96DV4;Q13405;Q96DV4;TRUE;TRUE;both;yes
Q13405-Q96GC5;Q13405;Q96GC5;TRUE;TRUE;both;yes
Q13405-Q9BYD1;Q13405;Q9BYD1;TRUE;TRUE;both;yes
Q13405-Q9BYD2;Q13405;Q9BYD2;TRUE;TRUE;both;yes
Q13405-Q9BYD3;Q13405;Q9BYD3;TRUE;TRUE;both;yes
Q13405-Q9BYD6;Q13405;Q9BYD6;TRUE;TRUE;both;yes
Q13405-Q9BZE1;Q13405;Q9BZE1;TRUE;TRUE;both;yes
Q13405-Q9H0U6;Q13405;Q9H0U6;TRUE;TRUE;both;yes
Q13405-Q9H2W6;Q13405;Q9H2W6;TRUE;TRUE;both;yes
Q13405-Q9H9J2;Q13405;Q9H9J2;TRUE;TRUE;both;yes
Q13405-Q9HD33;Q13405;Q9HD33;TRUE;TRUE;both;yes
Q13405-Q9NWU5;Q13405;Q9NWU5;TRUE;TRUE;both;yes
Q13405-Q9NYK5;Q13405;Q9NYK5;TRUE;TRUE;both;yes
Q13405-Q9P015;Q13405;Q9P015;TRUE;TRUE;both;yes
Q13405-Q9Y3B7;Q13405;Q9Y3B7;TRUE;TRUE;both;yes
Q14197-Q16540;Q14197;Q16540;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q5T653;Q14197;Q5T653;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q6P1L8;Q14197;Q6P1L8;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q8IXM3;Q14197;Q8IXM3;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q8N5N7;Q14197;Q8N5N7;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q8TAE8;Q14197;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q96A35;Q14197;Q96A35;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q96DV4;Q14197;Q96DV4;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q96GC5;Q14197;Q96GC5;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9BYD1;Q14197;Q9BYD1;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9BYD2;Q14197;Q9BYD2;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9BYD3;Q14197;Q9BYD3;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9BYD6;Q14197;Q9BYD6;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9BZE1;Q14197;Q9BZE1;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9H0U6;Q14197;Q9H0U6;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9H2W6;Q14197;Q9H2W6;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9H9J2;Q14197;Q9H9J2;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9HD33;Q14197;Q9HD33;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9NWU5;Q14197;Q9NWU5;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9NYK5;Q14197;Q9NYK5;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9P015;Q14197;Q9P015;TRUE;FALSE;ReactomeOnly;yes
Q14197-Q9Y3B7;Q14197;Q9Y3B7;TRUE;FALSE;ReactomeOnly;yes
Q16540-Q5T653;Q16540;Q5T653;TRUE;TRUE;both;yes
Q16540-Q6P1L8;Q16540;Q6P1L8;TRUE;TRUE;both;yes
Q16540-Q8IXM3;Q16540;Q8IXM3;TRUE;TRUE;both;yes
Q16540-Q8N5N7;Q16540;Q8N5N7;TRUE;TRUE;both;yes
Q16540-Q8TAE8;Q16540;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q16540-Q96A35;Q16540;Q96A35;TRUE;TRUE;both;yes
Q16540-Q96DV4;Q16540;Q96DV4;TRUE;TRUE;both;yes
Q16540-Q96GC5;Q16540;Q96GC5;TRUE;TRUE;both;yes
Q16540-Q9BYD1;Q16540;Q9BYD1;TRUE;TRUE;both;yes
Q16540-Q9BYD2;Q16540;Q9BYD2;TRUE;TRUE;both;yes
Q16540-Q9BYD3;Q16540;Q9BYD3;TRUE;TRUE;both;yes
Q16540-Q9BYD6;Q16540;Q9BYD6;TRUE;TRUE;both;yes
Q16540-Q9BZE1;Q16540;Q9BZE1;TRUE;TRUE;both;yes
Q16540-Q9H0U6;Q16540;Q9H0U6;TRUE;TRUE;both;yes
Q16540-Q9H2W6;Q16540;Q9H2W6;TRUE;TRUE;both;yes
Q16540-Q9H9J2;Q16540;Q9H9J2;TRUE;TRUE;both;yes
Q16540-Q9HD33;Q16540;Q9HD33;TRUE;TRUE;both;yes
Q16540-Q9NWU5;Q16540;Q9NWU5;TRUE;TRUE;both;yes
Q16540-Q9NYK5;Q16540;Q9NYK5;TRUE;TRUE;both;yes
Q16540-Q9P015;Q16540;Q9P015;TRUE;TRUE;both;yes
Q16540-Q9Y3B7;Q16540;Q9Y3B7;TRUE;TRUE;both;yes
Q5T653-Q6P1L8;Q5T653;Q6P1L8;TRUE;TRUE;both;yes
Q5T653-Q8IXM3;Q5T653;Q8IXM3;TRUE;TRUE;both;yes
Q5T653-Q8N5N7;Q5T653;Q8N5N7;TRUE;TRUE;both;yes
Q5T653-Q8TAE8;Q5T653;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q5T653-Q96A35;Q5T653;Q96A35;TRUE;TRUE;both;yes
Q5T653-Q96DV4;Q5T653;Q96DV4;TRUE;TRUE;both;yes
Q5T653-Q96GC5;Q5T653;Q96GC5;TRUE;TRUE;both;yes
Q5T653-Q9BYD1;Q5T653;Q9BYD1;TRUE;TRUE;both;yes
Q5T653-Q9BYD2;Q5T653;Q9BYD2;TRUE;TRUE;both;yes
Q5T653-Q9BYD3;Q5T653;Q9BYD3;TRUE;TRUE;both;yes
Q5T653-Q9BYD6;Q5T653;Q9BYD6;TRUE;TRUE;both;yes
Q5T653-Q9BZE1;Q5T653;Q9BZE1;TRUE;TRUE;both;yes
Q5T653-Q9H0U6;Q5T653;Q9H0U6;TRUE;TRUE;both;yes
Q5T653-Q9H2W6;Q5T653;Q9H2W6;TRUE;TRUE;both;yes
Q5T653-Q9H9J2;Q5T653;Q9H9J2;TRUE;TRUE;both;yes
Q5T653-Q9HD33;Q5T653;Q9HD33;TRUE;TRUE;both;yes
Q5T653-Q9NWU5;Q5T653;Q9NWU5;TRUE;TRUE;both;yes
Q5T653-Q9NYK5;Q5T653;Q9NYK5;TRUE;TRUE;both;yes
Q5T653-Q9P015;Q5T653;Q9P015;TRUE;TRUE;both;yes
Q5T653-Q9Y3B7;Q5T653;Q9Y3B7;TRUE;TRUE;both;yes
Q6P1L8-Q8IXM3;Q6P1L8;Q8IXM3;TRUE;TRUE;both;yes
Q6P1L8-Q8N5N7;Q6P1L8;Q8N5N7;TRUE;TRUE;both;yes
Q6P1L8-Q8TAE8;Q6P1L8;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q6P1L8-Q96A35;Q6P1L8;Q96A35;TRUE;TRUE;both;yes
Q6P1L8-Q96DV4;Q6P1L8;Q96DV4;TRUE;TRUE;both;yes
Q6P1L8-Q96GC5;Q6P1L8;Q96GC5;TRUE;TRUE;both;yes
Q6P1L8-Q9BYD1;Q6P1L8;Q9BYD1;TRUE;TRUE;both;yes
Q6P1L8-Q9BYD2;Q6P1L8;Q9BYD2;TRUE;TRUE;both;yes
Q6P1L8-Q9BYD3;Q6P1L8;Q9BYD3;TRUE;TRUE;both;yes
Q6P1L8-Q9BYD6;Q6P1L8;Q9BYD6;TRUE;TRUE;both;yes
Q6P1L8-Q9BZE1;Q6P1L8;Q9BZE1;TRUE;TRUE;both;yes
Q6P1L8-Q9H0U6;Q6P1L8;Q9H0U6;TRUE;TRUE;both;yes
Q6P1L8-Q9H2W6;Q6P1L8;Q9H2W6;TRUE;TRUE;both;yes
Q6P1L8-Q9H9J2;Q6P1L8;Q9H9J2;TRUE;TRUE;both;yes
Q6P1L8-Q9HD33;Q6P1L8;Q9HD33;TRUE;TRUE;both;yes
Q6P1L8-Q9NWU5;Q6P1L8;Q9NWU5;TRUE;TRUE;both;yes
Q6P1L8-Q9NYK5;Q6P1L8;Q9NYK5;TRUE;TRUE;both;yes
Q6P1L8-Q9P015;Q6P1L8;Q9P015;TRUE;TRUE;both;yes
Q6P1L8-Q9Y3B7;Q6P1L8;Q9Y3B7;TRUE;TRUE;both;yes
Q8IXM3-Q8N5N7;Q8IXM3;Q8N5N7;TRUE;TRUE;both;yes
Q8IXM3-Q8TAE8;Q8IXM3;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q8IXM3-Q96A35;Q8IXM3;Q96A35;TRUE;TRUE;both;yes
Q8IXM3-Q96DV4;Q8IXM3;Q96DV4;TRUE;TRUE;both;yes
Q8IXM3-Q96GC5;Q8IXM3;Q96GC5;TRUE;TRUE;both;yes
Q8IXM3-Q9BYD1;Q8IXM3;Q9BYD1;TRUE;TRUE;both;yes
Q8IXM3-Q9BYD2;Q8IXM3;Q9BYD2;TRUE;TRUE;both;yes
Q8IXM3-Q9BYD3;Q8IXM3;Q9BYD3;TRUE;TRUE;both;yes
Q8IXM3-Q9BYD6;Q8IXM3;Q9BYD6;TRUE;TRUE;both;yes
Q8IXM3-Q9BZE1;Q8IXM3;Q9BZE1;TRUE;TRUE;both;yes
Q8IXM3-Q9H0U6;Q8IXM3;Q9H0U6;TRUE;TRUE;both;yes
Q8IXM3-Q9H2W6;Q8IXM3;Q9H2W6;TRUE;TRUE;both;yes
Q8IXM3-Q9H9J2;Q8IXM3;Q9H9J2;TRUE;TRUE;both;yes
Q8IXM3-Q9HD33;Q8IXM3;Q9HD33;TRUE;TRUE;both;yes
Q8IXM3-Q9NWU5;Q8IXM3;Q9NWU5;TRUE;TRUE;both;yes
Q8IXM3-Q9NYK5;Q8IXM3;Q9NYK5;TRUE;TRUE;both;yes
Q8IXM3-Q9P015;Q8IXM3;Q9P015;TRUE;TRUE;both;yes
Q8IXM3-Q9Y3B7;Q8IXM3;Q9Y3B7;TRUE;TRUE;both;yes
Q8N5N7-Q8TAE8;Q8N5N7;Q8TAE8;TRUE;FALSE;ReactomeOnly;yes
Q8N5N7-Q96A35;Q8N5N7;Q96A35;TRUE;TRUE;both;yes
Q8N5N7-Q96DV4;Q8N5N7;Q96DV4;TRUE;TRUE;both;yes
Q8N5N7-Q96GC5;Q8N5N7;Q96GC5;TRUE;TRUE;both;yes
Q8N5N7-Q9BYD1;Q8N5N7;Q9BYD1;TRUE;TRUE;both;yes
Q8N5N7-Q9BYD2;Q8N5N7;Q9BYD2;TRUE;TRUE;both;yes
Q8N5N7-Q9BYD3;Q8N5N7;Q9BYD3;TRUE;TRUE;both;yes
Q8N5N7-Q9BYD6;Q8N5N7;Q9BYD6;TRUE;TRUE;both;yes
Q8N5N7-Q9BZE1;Q8N5N7;Q9BZE1;TRUE;TRUE;both;yes
Q8N5N7-Q9H0U6;Q8N5N7;Q9H0U6;TRUE;TRUE;both;yes
Q8N5N7-Q9H2W6;Q8N5N7;Q9H2W6;TRUE;TRUE;both;yes
Q8N5N7-Q9H9J2;Q8N5N7;Q9H9J2;TRUE;TRUE;both;yes
Q8N5N7-Q9HD33;Q8N5N7;Q9HD33;TRUE;TRUE;both;yes
Q8N5N7-Q9NWU5;Q8N5N7;Q9NWU5;TRUE;TRUE;both;yes
Q8N5N7-Q9NYK5;Q8N5N7;Q9NYK5;TRUE;TRUE;both;yes
