pair;ProtA;ProtB;Reactome;Corum;database;inComplex
P18077-P62899;P18077;P62899;TRUE;TRUE;both;yes
P18077-P62906;P18077;P62906;TRUE;TRUE;both;yes
P18077-P62910;P18077;P62910;TRUE;TRUE;both;yes
P18077-P62913;P18077;P62913;TRUE;TRUE;both;yes
P18077-P62917;P18077;P62917;TRUE;TRUE;both;yes
P18077-P63173;P18077;P63173;TRUE;TRUE;both;yes
P18077-P63220;P18077;P63220;TRUE;TRUE;both;yes
P18077-P83731;P18077;P83731;TRUE;TRUE;both;yes
P18077-P84098;P18077;P84098;TRUE;TRUE;both;yes
P18077-Q02543;P18077;Q02543;TRUE;TRUE;both;yes
P18077-Q02878;P18077;Q02878;TRUE;TRUE;both;yes
P18077-Q07020;P18077;Q07020;TRUE;TRUE;both;yes
P18077-Q9Y3U8;P18077;Q9Y3U8;TRUE;TRUE;both;yes
P18124-P18621;P18124;P18621;TRUE;TRUE;both;yes
P18124-P23396;P18124;P23396;TRUE;TRUE;both;yes
P18124-P25398;P18124;P25398;TRUE;TRUE;both;yes
P18124-P26373;P18124;P26373;TRUE;TRUE;both;yes
P18124-P27635;P18124;P27635;TRUE;TRUE;both;yes
P18124-P30050;P18124;P30050;TRUE;TRUE;both;yes
P18124-P32969;P18124;P32969;TRUE;TRUE;both;yes
P18124-P35268;P18124;P35268;TRUE;TRUE;both;yes
P18124-P36578;P18124;P36578;TRUE;TRUE;both;yes
P18124-P39019;P18124;P39019;TRUE;TRUE;both;yes
P18124-P39023;P18124;P39023;TRUE;TRUE;both;yes
P18124-P40429;P18124;P40429;TRUE;TRUE;both;yes
P18124-P42677;P18124;P42677;TRUE;TRUE;both;yes
P18124-P42766;P18124;P42766;TRUE;TRUE;both;yes
P18124-P46776;P18124;P46776;TRUE;TRUE;both;yes
P18124-P46777;P18124;P46777;TRUE;TRUE;both;yes
P18124-P46778;P18124;P46778;TRUE;TRUE;both;yes
P18124-P46779;P18124;P46779;TRUE;TRUE;both;yes
P18124-P46781;P18124;P46781;TRUE;TRUE;both;yes
P18124-P46782;P18124;P46782;TRUE;TRUE;both;yes
P18124-P46783;P18124;P46783;TRUE;TRUE;both;yes
P18124-P47914;P18124;P47914;TRUE;TRUE;both;yes
P18124-P49207;P18124;P49207;TRUE;TRUE;both;yes
P18124-P50914;P18124;P50914;TRUE;TRUE;both;yes
P18124-P60866;P18124;P60866;TRUE;TRUE;both;yes
P18124-P61247;P18124;P61247;TRUE;TRUE;both;yes
P18124-P61254;P18124;P61254;TRUE;TRUE;both;yes
P18124-P61313;P18124;P61313;TRUE;TRUE;both;yes
P18124-P61353;P18124;P61353;TRUE;TRUE;both;yes
P18124-P61513;P18124;P61513;TRUE;TRUE;both;yes
P18124-P62081;P18124;P62081;TRUE;TRUE;both;yes
P18124-P62241;P18124;P62241;TRUE;TRUE;both;yes
P18124-P62244;P18124;P62244;TRUE;TRUE;both;yes
P18124-P62249;P18124;P62249;TRUE;TRUE;both;yes
P18124-P62263;P18124;P62263;TRUE;TRUE;both;yes
P18124-P62266;P18124;P62266;TRUE;TRUE;both;yes
P18124-P62269;P18124;P62269;TRUE;TRUE;both;yes
P18124-P62273;P18124;P62273;TRUE;TRUE;both;yes
P18124-P62277;P18124;P62277;TRUE;TRUE;both;yes
P18124-P62280;P18124;P62280;TRUE;TRUE;both;yes
P18124-P62424;P18124;P62424;TRUE;TRUE;both;yes
P18124-P62701;P18124;P62701;TRUE;TRUE;both;yes
P18124-P62750;P18124;P62750;TRUE;TRUE;both;yes
P18124-P62753;P18124;P62753;TRUE;TRUE;both;yes
P18124-P62829;P18124;P62829;TRUE;TRUE;both;yes
P18124-P62841;P18124;P62841;TRUE;TRUE;both;yes
P18124-P62847;P18124;P62847;TRUE;TRUE;both;yes
P18124-P62851;P18124;P62851;TRUE;TRUE;both;yes
P18124-P62857;P18124;P62857;TRUE;TRUE;both;yes
P18124-P62861;P18124;P62861;TRUE;TRUE;both;yes
P18124-P62888;P18124;P62888;TRUE;TRUE;both;yes
P18124-P62899;P18124;P62899;TRUE;TRUE;both;yes
P18124-P62906;P18124;P62906;TRUE;TRUE;both;yes
P18124-P62910;P18124;P62910;TRUE;TRUE;both;yes
P18124-P62913;P18124;P62913;TRUE;TRUE;both;yes
P18124-P62917;P18124;P62917;TRUE;TRUE;both;yes
P18124-P63173;P18124;P63173;TRUE;TRUE;both;yes
P18124-P63220;P18124;P63220;TRUE;TRUE;both;yes
P18124-P83731;P18124;P83731;TRUE;TRUE;both;yes
P18124-P84098;P18124;P84098;TRUE;TRUE;both;yes
P18124-Q02543;P18124;Q02543;TRUE;TRUE;both;yes
P18124-Q02878;P18124;Q02878;TRUE;TRUE;both;yes
P18124-Q07020;P18124;Q07020;TRUE;TRUE;both;yes
P18124-Q9Y3U8;P18124;Q9Y3U8;TRUE;TRUE;both;yes
P18621-P23396;P18621;P23396;TRUE;TRUE;both;yes
P18621-P25398;P18621;P25398;TRUE;TRUE;both;yes
P18621-P26373;P18621;P26373;TRUE;TRUE;both;yes
P18621-P27635;P18621;P27635;TRUE;TRUE;both;yes
P18621-P30050;P18621;P30050;TRUE;TRUE;both;yes
P18621-P32969;P18621;P32969;TRUE;TRUE;both;yes
P18621-P35268;P18621;P35268;TRUE;TRUE;both;yes
P18621-P36578;P18621;P36578;TRUE;TRUE;both;yes
P18621-P39019;P18621;P39019;TRUE;TRUE;both;yes
P18621-P39023;P18621;P39023;TRUE;TRUE;both;yes
P18621-P40429;P18621;P40429;TRUE;TRUE;both;yes
P18621-P42677;P18621;P42677;TRUE;TRUE;both;yes
P18621-P42766;P18621;P42766;TRUE;TRUE;both;yes
P18621-P46776;P18621;P46776;TRUE;TRUE;both;yes
P18621-P46777;P18621;P46777;TRUE;TRUE;both;yes
P18621-P46778;P18621;P46778;TRUE;TRUE;both;yes
P18621-P46779;P18621;P46779;TRUE;TRUE;both;yes
P18621-P46781;P18621;P46781;TRUE;TRUE;both;yes
P18621-P46782;P18621;P46782;TRUE;TRUE;both;yes
P18621-P46783;P18621;P46783;TRUE;TRUE;both;yes
P18621-P47914;P18621;P47914;TRUE;TRUE;both;yes
P18621-P49207;P18621;P49207;TRUE;TRUE;both;yes
P18621-P50914;P18621;P50914;TRUE;TRUE;both;yes
P18621-P60866;P18621;P60866;TRUE;TRUE;both;yes
P18621-P61247;P18621;P61247;TRUE;TRUE;both;yes
P18621-P61254;P18621;P61254;TRUE;TRUE;both;yes
P18621-P61313;P18621;P61313;TRUE;TRUE;both;yes
P18621-P61353;P18621;P61353;TRUE;TRUE;both;yes
P18621-P61513;P18621;P61513;TRUE;TRUE;both;yes
P18621-P62081;P18621;P62081;TRUE;TRUE;both;yes
P18621-P62241;P18621;P62241;TRUE;TRUE;both;yes
P18621-P62244;P18621;P62244;TRUE;TRUE;both;yes
P18621-P62249;P18621;P62249;TRUE;TRUE;both;yes
P18621-P62263;P18621;P62263;TRUE;TRUE;both;yes
P18621-P62266;P18621;P62266;TRUE;TRUE;both;yes
P18621-P62269;P18621;P62269;TRUE;TRUE;both;yes
P18621-P62273;P18621;P62273;TRUE;TRUE;both;yes
P18621-P62277;P18621;P62277;TRUE;TRUE;both;yes
P18621-P62280;P18621;P62280;TRUE;TRUE;both;yes
P18621-P62424;P18621;P62424;TRUE;TRUE;both;yes
P18621-P62701;P18621;P62701;TRUE;TRUE;both;yes
P18621-P62750;P18621;P62750;TRUE;TRUE;both;yes
P18621-P62753;P18621;P62753;TRUE;TRUE;both;yes
P18621-P62829;P18621;P62829;TRUE;TRUE;both;yes
P18621-P62841;P18621;P62841;TRUE;TRUE;both;yes
P18621-P62847;P18621;P62847;TRUE;TRUE;both;yes
P18621-P62851;P18621;P62851;TRUE;TRUE;both;yes
P18621-P62857;P18621;P62857;TRUE;TRUE;both;yes
P18621-P62861;P18621;P62861;TRUE;TRUE;both;yes
P18621-P62888;P18621;P62888;TRUE;TRUE;both;yes
P18621-P62899;P18621;P62899;TRUE;TRUE;both;yes
P18621-P62906;P18621;P62906;TRUE;TRUE;both;yes
P18621-P62910;P18621;P62910;TRUE;TRUE;both;yes
P18621-P62913;P18621;P62913;TRUE;TRUE;both;yes
P18621-P62917;P18621;P62917;TRUE;TRUE;both;yes
P18621-P63173;P18621;P63173;TRUE;TRUE;both;yes
P18621-P63220;P18621;P63220;TRUE;TRUE;both;yes
P18621-P83731;P18621;P83731;TRUE;TRUE;both;yes
P18621-P84098;P18621;P84098;TRUE;TRUE;both;yes
P18621-Q02543;P18621;Q02543;TRUE;TRUE;both;yes
P18621-Q02878;P18621;Q02878;TRUE;TRUE;both;yes
P18621-Q07020;P18621;Q07020;TRUE;TRUE;both;yes
P18621-Q9Y3U8;P18621;Q9Y3U8;TRUE;TRUE;both;yes
P23396-P25398;P23396;P25398;TRUE;TRUE;both;yes
P23396-P26373;P23396;P26373;TRUE;TRUE;both;yes
P23396-P27635;P23396;P27635;TRUE;TRUE;both;yes
P23396-P30050;P23396;P30050;TRUE;TRUE;both;yes
P23396-P32969;P23396;P32969;TRUE;TRUE;both;yes
P23396-P35268;P23396;P35268;TRUE;TRUE;both;yes
P23396-P36578;P23396;P36578;TRUE;TRUE;both;yes
P23396-P39019;P23396;P39019;TRUE;TRUE;both;yes
P23396-P39023;P23396;P39023;TRUE;TRUE;both;yes
P23396-P40429;P23396;P40429;TRUE;TRUE;both;yes
P23396-P42677;P23396;P42677;TRUE;TRUE;both;yes
P23396-P42766;P23396;P42766;TRUE;TRUE;both;yes
P23396-P46776;P23396;P46776;TRUE;TRUE;both;yes
P23396-P46777;P23396;P46777;TRUE;TRUE;both;yes
P23396-P46778;P23396;P46778;TRUE;TRUE;both;yes
P23396-P46779;P23396;P46779;TRUE;TRUE;both;yes
P23396-P46781;P23396;P46781;TRUE;TRUE;both;yes
P23396-P46782;P23396;P46782;TRUE;TRUE;both;yes
P23396-P46783;P23396;P46783;TRUE;TRUE;both;yes
P23396-P47914;P23396;P47914;TRUE;TRUE;both;yes
P23396-P49207;P23396;P49207;TRUE;TRUE;both;yes
P23396-P50914;P23396;P50914;TRUE;TRUE;both;yes
P23396-P60866;P23396;P60866;TRUE;TRUE;both;yes
P23396-P61247;P23396;P61247;TRUE;TRUE;both;yes
P23396-P61254;P23396;P61254;TRUE;TRUE;both;yes
P23396-P61313;P23396;P61313;TRUE;TRUE;both;yes
P23396-P61353;P23396;P61353;TRUE;TRUE;both;yes
P23396-P61513;P23396;P61513;TRUE;TRUE;both;yes
P23396-P62081;P23396;P62081;TRUE;TRUE;both;yes
P23396-P62241;P23396;P62241;TRUE;TRUE;both;yes
P23396-P62244;P23396;P62244;TRUE;TRUE;both;yes
P23396-P62249;P23396;P62249;TRUE;TRUE;both;yes
P23396-P62263;P23396;P62263;TRUE;TRUE;both;yes
P23396-P62266;P23396;P62266;TRUE;TRUE;both;yes
P23396-P62269;P23396;P62269;TRUE;TRUE;both;yes
P23396-P62273;P23396;P62273;TRUE;TRUE;both;yes
P23396-P62277;P23396;P62277;TRUE;TRUE;both;yes
P23396-P62280;P23396;P62280;TRUE;TRUE;both;yes
P23396-P62424;P23396;P62424;TRUE;TRUE;both;yes
P23396-P62701;P23396;P62701;TRUE;TRUE;both;yes
P23396-P62750;P23396;P62750;TRUE;TRUE;both;yes
P23396-P62753;P23396;P62753;TRUE;TRUE;both;yes
P23396-P62829;P23396;P62829;TRUE;TRUE;both;yes
P23396-P62841;P23396;P62841;TRUE;TRUE;both;yes
P23396-P62847;P23396;P62847;TRUE;TRUE;both;yes
P23396-P62851;P23396;P62851;TRUE;TRUE;both;yes
P23396-P62857;P23396;P62857;TRUE;TRUE;both;yes
P23396-P62861;P23396;P62861;TRUE;TRUE;both;yes
P23396-P62888;P23396;P62888;TRUE;TRUE;both;yes
P23396-P62899;P23396;P62899;TRUE;TRUE;both;yes
P23396-P62906;P23396;P62906;TRUE;TRUE;both;yes
P23396-P62910;P23396;P62910;TRUE;TRUE;both;yes
P23396-P62913;P23396;P62913;TRUE;TRUE;both;yes
P23396-P62917;P23396;P62917;TRUE;TRUE;both;yes
P23396-P63173;P23396;P63173;TRUE;TRUE;both;yes
P23396-P63220;P23396;P63220;TRUE;TRUE;both;yes
P23396-P83731;P23396;P83731;TRUE;TRUE;both;yes
P23396-P84098;P23396;P84098;TRUE;TRUE;both;yes
P23396-Q02543;P23396;Q02543;TRUE;TRUE;both;yes
P23396-Q02878;P23396;Q02878;TRUE;TRUE;both;yes
P23396-Q07020;P23396;Q07020;TRUE;TRUE;both;yes
P23396-Q9Y3U8;P23396;Q9Y3U8;TRUE;TRUE;both;yes
P25398-P26373;P25398;P26373;TRUE;TRUE;both;yes
P25398-P27635;P25398;P27635;TRUE;TRUE;both;yes
P25398-P30050;P25398;P30050;TRUE;TRUE;both;yes
P25398-P32969;P25398;P32969;TRUE;TRUE;both;yes
P25398-P35268;P25398;P35268;TRUE;TRUE;both;yes
P25398-P36578;P25398;P36578;TRUE;TRUE;both;yes
P25398-P39019;P25398;P39019;TRUE;TRUE;both;yes
P25398-P39023;P25398;P39023;TRUE;TRUE;both;yes
P25398-P40429;P25398;P40429;TRUE;TRUE;both;yes
P25398-P42677;P25398;P42677;TRUE;TRUE;both;yes
P25398-P42766;P25398;P42766;TRUE;TRUE;both;yes
P25398-P46776;P25398;P46776;TRUE;TRUE;both;yes
P25398-P46777;P25398;P46777;TRUE;TRUE;both;yes
P25398-P46778;P25398;P46778;TRUE;TRUE;both;yes
P25398-P46779;P25398;P46779;TRUE;TRUE;both;yes
P25398-P46781;P25398;P46781;TRUE;TRUE;both;yes
P25398-P46782;P25398;P46782;TRUE;TRUE;both;yes
P25398-P46783;P25398;P46783;TRUE;TRUE;both;yes
P25398-P47914;P25398;P47914;TRUE;TRUE;both;yes
P25398-P49207;P25398;P49207;TRUE;TRUE;both;yes
P25398-P50914;P25398;P50914;TRUE;TRUE;both;yes
P25398-P60866;P25398;P60866;TRUE;TRUE;both;yes
P25398-P61247;P25398;P61247;TRUE;TRUE;both;yes
P25398-P61254;P25398;P61254;TRUE;TRUE;both;yes
P25398-P61313;P25398;P61313;TRUE;TRUE;both;yes
P25398-P61353;P25398;P61353;TRUE;TRUE;both;yes
P25398-P61513;P25398;P61513;TRUE;TRUE;both;yes
P25398-P62081;P25398;P62081;TRUE;TRUE;both;yes
P25398-P62241;P25398;P62241;TRUE;TRUE;both;yes
P25398-P62244;P25398;P62244;TRUE;TRUE;both;yes
P25398-P62249;P25398;P62249;TRUE;TRUE;both;yes
P25398-P62263;P25398;P62263;TRUE;TRUE;both;yes
P25398-P62266;P25398;P62266;TRUE;TRUE;both;yes
P25398-P62269;P25398;P62269;TRUE;TRUE;both;yes
P25398-P62273;P25398;P62273;TRUE;TRUE;both;yes
P25398-P62277;P25398;P62277;TRUE;TRUE;both;yes
P25398-P62280;P25398;P62280;TRUE;TRUE;both;yes
P25398-P62424;P25398;P62424;TRUE;TRUE;both;yes
P25398-P62701;P25398;P62701;TRUE;TRUE;both;yes
P25398-P62750;P25398;P62750;TRUE;TRUE;both;yes
P25398-P62753;P25398;P62753;TRUE;TRUE;both;yes
P25398-P62829;P25398;P62829;TRUE;TRUE;both;yes
P25398-P62841;P25398;P62841;TRUE;TRUE;both;yes
P25398-P62847;P25398;P62847;TRUE;TRUE;both;yes
P25398-P62851;P25398;P62851;TRUE;TRUE;both;yes
P25398-P62857;P25398;P62857;TRUE;TRUE;both;yes
P25398-P62861;P25398;P62861;TRUE;TRUE;both;yes
P25398-P62888;P25398;P62888;TRUE;TRUE;both;yes
P25398-P62899;P25398;P62899;TRUE;TRUE;both;yes
P25398-P62906;P25398;P62906;TRUE;TRUE;both;yes
P25398-P62910;P25398;P62910;TRUE;TRUE;both;yes
P25398-P62913;P25398;P62913;TRUE;TRUE;both;yes
P25398-P62917;P25398;P62917;TRUE;TRUE;both;yes
P25398-P63173;P25398;P63173;TRUE;TRUE;both;yes
P25398-P63220;P25398;P63220;TRUE;TRUE;both;yes
P25398-P83731;P25398;P83731;TRUE;TRUE;both;yes
P25398-P84098;P25398;P84098;TRUE;TRUE;both;yes
P25398-Q02543;P25398;Q02543;TRUE;TRUE;both;yes
P25398-Q02878;P25398;Q02878;TRUE;TRUE;both;yes
P25398-Q07020;P25398;Q07020;TRUE;TRUE;both;yes
P25398-Q9Y3U8;P25398;Q9Y3U8;TRUE;TRUE;both;yes
P26373-P27635;P26373;P27635;TRUE;TRUE;both;yes
P26373-P30050;P26373;P30050;TRUE;TRUE;both;yes
P26373-P32969;P26373;P32969;TRUE;TRUE;both;yes
P26373-P35268;P26373;P35268;TRUE;TRUE;both;yes
P26373-P36578;P26373;P36578;TRUE;TRUE;both;yes
P26373-P39019;P26373;P39019;TRUE;TRUE;both;yes
P26373-P39023;P26373;P39023;TRUE;TRUE;both;yes
P26373-P40429;P26373;P40429;TRUE;TRUE;both;yes
P26373-P42677;P26373;P42677;TRUE;TRUE;both;yes
P26373-P42766;P26373;P42766;TRUE;TRUE;both;yes
P26373-P46776;P26373;P46776;TRUE;TRUE;both;yes
P26373-P46777;P26373;P46777;TRUE;TRUE;both;yes
P26373-P46778;P26373;P46778;TRUE;TRUE;both;yes
P26373-P46779;P26373;P46779;TRUE;TRUE;both;yes
P26373-P46781;P26373;P46781;TRUE;TRUE;both;yes
P26373-P46782;P26373;P46782;TRUE;TRUE;both;yes
P26373-P46783;P26373;P46783;TRUE;TRUE;both;yes
P26373-P47914;P26373;P47914;TRUE;TRUE;both;yes
P26373-P49207;P26373;P49207;TRUE;TRUE;both;yes
P26373-P50914;P26373;P50914;TRUE;TRUE;both;yes
P26373-P60866;P26373;P60866;TRUE;TRUE;both;yes
P26373-P61247;P26373;P61247;TRUE;TRUE;both;yes
P26373-P61254;P26373;P61254;TRUE;TRUE;both;yes
P26373-P61313;P26373;P61313;TRUE;TRUE;both;yes
P26373-P61353;P26373;P61353;TRUE;TRUE;both;yes
P26373-P61513;P26373;P61513;TRUE;TRUE;both;yes
P26373-P62081;P26373;P62081;TRUE;TRUE;both;yes
P26373-P62241;P26373;P62241;TRUE;TRUE;both;yes
P26373-P62244;P26373;P62244;TRUE;TRUE;both;yes
P26373-P62249;P26373;P62249;TRUE;TRUE;both;yes
P26373-P62263;P26373;P62263;TRUE;TRUE;both;yes
P26373-P62266;P26373;P62266;TRUE;TRUE;both;yes
P26373-P62269;P26373;P62269;TRUE;TRUE;both;yes
P26373-P62273;P26373;P62273;TRUE;TRUE;both;yes
P26373-P62277;P26373;P62277;TRUE;TRUE;both;yes
P26373-P62280;P26373;P62280;TRUE;TRUE;both;yes
P26373-P62424;P26373;P62424;TRUE;TRUE;both;yes
P26373-P62701;P26373;P62701;TRUE;TRUE;both;yes
P26373-P62750;P26373;P62750;TRUE;TRUE;both;yes
P26373-P62753;P26373;P62753;TRUE;TRUE;both;yes
P26373-P62829;P26373;P62829;TRUE;TRUE;both;yes
P26373-P62841;P26373;P62841;TRUE;TRUE;both;yes
P26373-P62847;P26373;P62847;TRUE;TRUE;both;yes
P26373-P62851;P26373;P62851;TRUE;TRUE;both;yes
P26373-P62857;P26373;P62857;TRUE;TRUE;both;yes
P26373-P62861;P26373;P62861;TRUE;TRUE;both;yes
P26373-P62888;P26373;P62888;TRUE;TRUE;both;yes
P26373-P62899;P26373;P62899;TRUE;TRUE;both;yes
P26373-P62906;P26373;P62906;TRUE;TRUE;both;yes
P26373-P62910;P26373;P62910;TRUE;TRUE;both;yes
P26373-P62913;P26373;P62913;TRUE;TRUE;both;yes
P26373-P62917;P26373;P62917;TRUE;TRUE;both;yes
P26373-P63173;P26373;P63173;TRUE;TRUE;both;yes
P26373-P63220;P26373;P63220;TRUE;TRUE;both;yes
P26373-P83731;P26373;P83731;TRUE;TRUE;both;yes
P26373-P84098;P26373;P84098;TRUE;TRUE;both;yes
P26373-Q02543;P26373;Q02543;TRUE;TRUE;both;yes
P26373-Q02878;P26373;Q02878;TRUE;TRUE;both;yes
P26373-Q07020;P26373;Q07020;TRUE;TRUE;both;yes
P26373-Q9Y3U8;P26373;Q9Y3U8;TRUE;TRUE;both;yes
P27635-P30050;P27635;P30050;TRUE;TRUE;both;yes
P27635-P32969;P27635;P32969;TRUE;TRUE;both;yes
P27635-P35268;P27635;P35268;TRUE;TRUE;both;yes
P27635-P36578;P27635;P36578;TRUE;TRUE;both;yes
P27635-P39019;P27635;P39019;TRUE;TRUE;both;yes
P27635-P39023;P27635;P39023;TRUE;TRUE;both;yes
P27635-P40429;P27635;P40429;TRUE;TRUE;both;yes
P27635-P42677;P27635;P42677;TRUE;TRUE;both;yes
P27635-P42766;P27635;P42766;TRUE;TRUE;both;yes
P27635-P46776;P27635;P46776;TRUE;TRUE;both;yes
P27635-P46777;P27635;P46777;TRUE;TRUE;both;yes
P27635-P46778;P27635;P46778;TRUE;TRUE;both;yes
P27635-P46779;P27635;P46779;TRUE;TRUE;both;yes
P27635-P46781;P27635;P46781;TRUE;TRUE;both;yes
P27635-P46782;P27635;P46782;TRUE;TRUE;both;yes
P27635-P46783;P27635;P46783;TRUE;TRUE;both;yes
P27635-P47914;P27635;P47914;TRUE;TRUE;both;yes
P27635-P49207;P27635;P49207;TRUE;TRUE;both;yes
P27635-P50914;P27635;P50914;TRUE;TRUE;both;yes
P27635-P60866;P27635;P60866;TRUE;TRUE;both;yes
P27635-P61247;P27635;P61247;TRUE;TRUE;both;yes
P27635-P61254;P27635;P61254;TRUE;TRUE;both;yes
P27635-P61313;P27635;P61313;TRUE;TRUE;both;yes
P27635-P61353;P27635;P61353;TRUE;TRUE;both;yes
P27635-P61513;P27635;P61513;TRUE;TRUE;both;yes
P27635-P62081;P27635;P62081;TRUE;TRUE;both;yes
P27635-P62241;P27635;P62241;TRUE;TRUE;both;yes
P27635-P62244;P27635;P62244;TRUE;TRUE;both;yes
P27635-P62249;P27635;P62249;TRUE;TRUE;both;yes
P27635-P62263;P27635;P62263;TRUE;TRUE;both;yes
P27635-P62266;P27635;P62266;TRUE;TRUE;both;yes
P27635-P62269;P27635;P62269;TRUE;TRUE;both;yes
P27635-P62273;P27635;P62273;TRUE;TRUE;both;yes
P27635-P62277;P27635;P62277;TRUE;TRUE;both;yes
P27635-P62280;P27635;P62280;TRUE;TRUE;both;yes
P27635-P62424;P27635;P62424;TRUE;TRUE;both;yes
P27635-P62701;P27635;P62701;TRUE;TRUE;both;yes
P27635-P62750;P27635;P62750;TRUE;TRUE;both;yes
P27635-P62753;P27635;P62753;TRUE;TRUE;both;yes
P27635-P62829;P27635;P62829;TRUE;TRUE;both;yes
P27635-P62841;P27635;P62841;TRUE;TRUE;both;yes
P27635-P62847;P27635;P62847;TRUE;TRUE;both;yes
P27635-P62851;P27635;P62851;TRUE;TRUE;both;yes
P27635-P62857;P27635;P62857;TRUE;TRUE;both;yes
P27635-P62861;P27635;P62861;TRUE;TRUE;both;yes
P27635-P62888;P27635;P62888;TRUE;TRUE;both;yes
P27635-P62899;P27635;P62899;TRUE;TRUE;both;yes
P27635-P62906;P27635;P62906;TRUE;TRUE;both;yes
P27635-P62910;P27635;P62910;TRUE;TRUE;both;yes
P27635-P62913;P27635;P62913;TRUE;TRUE;both;yes
P27635-P62917;P27635;P62917;TRUE;TRUE;both;yes
P27635-P63173;P27635;P63173;TRUE;TRUE;both;yes
P27635-P63220;P27635;P63220;TRUE;TRUE;both;yes
P27635-P83731;P27635;P83731;TRUE;TRUE;both;yes
P27635-P84098;P27635;P84098;TRUE;TRUE;both;yes
P27635-Q02543;P27635;Q02543;TRUE;TRUE;both;yes
P27635-Q02878;P27635;Q02878;TRUE;TRUE;both;yes
P27635-Q07020;P27635;Q07020;TRUE;TRUE;both;yes
P27635-Q9Y3U8;P27635;Q9Y3U8;TRUE;TRUE;both;yes
P30050-P32969;P30050;P32969;TRUE;TRUE;both;yes
P30050-P35268;P30050;P35268;TRUE;TRUE;both;yes
P30050-P36578;P30050;P36578;TRUE;TRUE;both;yes
P30050-P39019;P30050;P39019;TRUE;TRUE;both;yes
P30050-P39023;P30050;P39023;TRUE;TRUE;both;yes
P30050-P40429;P30050;P40429;TRUE;TRUE;both;yes
P30050-P42677;P30050;P42677;TRUE;TRUE;both;yes
P30050-P42766;P30050;P42766;TRUE;TRUE;both;yes
P30050-P46776;P30050;P46776;TRUE;TRUE;both;yes
P30050-P46777;P30050;P46777;TRUE;TRUE;both;yes
P30050-P46778;P30050;P46778;TRUE;TRUE;both;yes
P30050-P46779;P30050;P46779;TRUE;TRUE;both;yes
P30050-P46781;P30050;P46781;TRUE;TRUE;both;yes
P30050-P46782;P30050;P46782;TRUE;TRUE;both;yes
P30050-P46783;P30050;P46783;TRUE;TRUE;both;yes
P30050-P47914;P30050;P47914;TRUE;TRUE;both;yes
P30050-P49207;P30050;P49207;TRUE;TRUE;both;yes
P30050-P50914;P30050;P50914;TRUE;TRUE;both;yes
P30050-P60866;P30050;P60866;TRUE;TRUE;both;yes
P30050-P61247;P30050;P61247;TRUE;TRUE;both;yes
P30050-P61254;P30050;P61254;TRUE;TRUE;both;yes
P30050-P61313;P30050;P61313;TRUE;TRUE;both;yes
P30050-P61353;P30050;P61353;TRUE;TRUE;both;yes
P30050-P61513;P30050;P61513;TRUE;TRUE;both;yes
P30050-P62081;P30050;P62081;TRUE;TRUE;both;yes
P30050-P62241;P30050;P62241;TRUE;TRUE;both;yes
P30050-P62244;P30050;P62244;TRUE;TRUE;both;yes
P30050-P62249;P30050;P62249;TRUE;TRUE;both;yes
P30050-P62263;P30050;P62263;TRUE;TRUE;both;yes
P30050-P62266;P30050;P62266;TRUE;TRUE;both;yes
P30050-P62269;P30050;P62269;TRUE;TRUE;both;yes
P30050-P62273;P30050;P62273;TRUE;TRUE;both;yes
P30050-P62277;P30050;P62277;TRUE;TRUE;both;yes
P30050-P62280;P30050;P62280;TRUE;TRUE;both;yes
P30050-P62424;P30050;P62424;TRUE;TRUE;both;yes
P30050-P62701;P30050;P62701;TRUE;TRUE;both;yes
P30050-P62750;P30050;P62750;TRUE;TRUE;both;yes
P30050-P62753;P30050;P62753;TRUE;TRUE;both;yes
P30050-P62829;P30050;P62829;TRUE;TRUE;both;yes
P30050-P62841;P30050;P62841;TRUE;TRUE;both;yes
P30050-P62847;P30050;P62847;TRUE;TRUE;both;yes
P30050-P62851;P30050;P62851;TRUE;TRUE;both;yes
P30050-P62857;P30050;P62857;TRUE;TRUE;both;yes
P30050-P62861;P30050;P62861;TRUE;TRUE;both;yes
P30050-P62888;P30050;P62888;TRUE;TRUE;both;yes
P30050-P62899;P30050;P62899;TRUE;TRUE;both;yes
P30050-P62906;P30050;P62906;TRUE;TRUE;both;yes
P30050-P62910;P30050;P62910;TRUE;TRUE;both;yes
P30050-P62913;P30050;P62913;TRUE;TRUE;both;yes
P30050-P62917;P30050;P62917;TRUE;TRUE;both;yes
P30050-P63173;P30050;P63173;TRUE;TRUE;both;yes
P30050-P63220;P30050;P63220;TRUE;TRUE;both;yes
P30050-P83731;P30050;P83731;TRUE;TRUE;both;yes
P30050-P84098;P30050;P84098;TRUE;TRUE;both;yes
P30050-Q02543;P30050;Q02543;TRUE;TRUE;both;yes
P30050-Q02878;P30050;Q02878;TRUE;TRUE;both;yes
P30050-Q07020;P30050;Q07020;TRUE;TRUE;both;yes
P30050-Q9Y3U8;P30050;Q9Y3U8;TRUE;TRUE;both;yes
P32969-P35268;P32969;P35268;TRUE;TRUE;both;yes
P32969-P36578;P32969;P36578;TRUE;TRUE;both;yes
P32969-P39019;P32969;P39019;TRUE;TRUE;both;yes
P32969-P39023;P32969;P39023;TRUE;TRUE;both;yes
P32969-P40429;P32969;P40429;TRUE;TRUE;both;yes
P32969-P42677;P32969;P42677;TRUE;TRUE;both;yes
